Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date_Year,Order Date_Month,Order Date_Day,Ship Date_Year,Ship Date_Month,Ship Date_Day,Recency,Frequency,Monetary,Recency_Normalized,Frequency_Normalized,Monetary_Normalized,RecencyScore,FrequencyScore,MonetaryScore,RFM Score,Segments
CA-2014-127446,2014-11-25,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.7,3,0.2,5.1,2014,11,25,2014,11,30,82 days,17,2426.06,0.04,0.44,0.1,5,3,1,531,Potential Loyalist
CA-2014-127446,2014-11-25,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.1,3,0.6,-3.96,2014,11,25,2014,11,30,82 days,17,2426.06,0.04,0.44,0.1,5,3,1,531,Potential Loyalist
CA-2016-137204,2016-04-28,5/5/2016,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.57,2,0.2,2.6,2016,4,28,2016,5,5,168 days,12,2682.73,0.12,0.31,0.11,5,2,1,521,Promising
CA-2014-147298,2014-04-26,5/3/2014,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.03,2014,4,26,2014,5,3,149 days,5,367.55,0.1,0.11,0.01,5,1,1,511,New Customers
CA-2014-147298,2014-04-26,5/3/2014,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.29,6,0.2,5.72,2014,4,26,2014,5,3,149 days,5,367.55,0.1,0.11,0.01,5,1,1,511,New Customers
CA-2017-147942,2017-04-01,4/5/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,5.78,2,0.0,2.72,2017,4,1,2017,4,5,304 days,24,7443.68,0.23,0.64,0.3,4,4,2,442,Potential Loyalist
CA-2017-147942,2017-04-01,4/5/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,0.2,38.02,2017,4,1,2017,4,5,304 days,24,7443.68,0.23,0.64,0.3,4,4,2,442,Potential Loyalist
CA-2017-115931,2017-12-22,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,4.17,3,0.0,1.08,2017,12,22,2017,12,26,39 days,12,864.95,0.01,0.31,0.03,5,2,1,521,Promising
CA-2017-115931,2017-12-22,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,4,0.2,6.7,2017,12,22,2017,12,26,39 days,12,864.95,0.01,0.31,0.03,5,2,1,521,Promising
CA-2017-115931,2017-12-22,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,3,0.0,10.45,2017,12,22,2017,12,26,39 days,12,864.95,0.01,0.31,0.03,5,2,1,521,Promising
CA-2017-115931,2017-12-22,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,18.45,5,0.0,8.67,2017,12,22,2017,12,26,39 days,12,864.95,0.01,0.31,0.03,5,2,1,521,Promising
CA-2014-164861,2014-12-03,12/6/2014,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92,4,0.0,12.44,2014,12,3,2014,12,6,220 days,8,795.15,0.16,0.19,0.03,5,1,1,511,New Customers
CA-2017-127180,2017-10-22,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.97,4,0.2,3919.99,2017,10,22,2017,10,24,100 days,10,14595.619999999999,0.06,0.25,0.58,5,2,3,523,Promising
CA-2017-127180,2017-10-22,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6,8,0.0,647.89,2017,10,22,2017,10,24,100 days,10,14595.619999999999,0.06,0.25,0.58,5,2,3,523,Promising
CA-2017-127180,2017-10-22,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0.0,28.76,2017,10,22,2017,10,24,100 days,10,14595.619999999999,0.06,0.25,0.58,5,2,3,523,Promising
CA-2017-127180,2017-10-22,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.99,1,0.0,0.53,2017,10,22,2017,10,24,100 days,10,14595.619999999999,0.06,0.25,0.58,5,2,3,523,Promising
US-2017-165344,2017-11-13,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.86,4,0.2,9.13,2017,11,13,2017,11,15,78 days,17,8057.89,0.04,0.44,0.32,5,3,2,532,Potential Loyalist
US-2017-165344,2017-11-13,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,653.0,7,0.7,-935.96,2017,11,13,2017,11,15,78 days,17,8057.89,0.04,0.44,0.32,5,3,2,532,Potential Loyalist
US-2017-165344,2017-11-13,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22,10,0.7,-7.48,2017,11,13,2017,11,15,78 days,17,8057.89,0.04,0.44,0.32,5,3,2,532,Potential Loyalist
CA-2015-168186,2015-09-10,9/15/2015,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,14.94,3,0.0,7.02,2015,9,10,2015,9,15,72 days,12,966.71,0.04,0.31,0.04,5,2,1,521,Promising
US-2017-110604,2017-05-15,5/20/2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,39.96,2,0.0,17.18,2017,5,15,2017,5,20,256 days,14,955.12,0.19,0.36,0.04,5,2,1,521,Promising
US-2017-110604,2017-05-15,5/20/2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.62,2,0.2,4.26,2017,5,15,2017,5,20,256 days,14,955.12,0.19,0.36,0.04,5,2,1,521,Promising
US-2017-110604,2017-05-15,5/20/2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,220.96,1,0.2,24.86,2017,5,15,2017,5,20,256 days,14,955.12,0.19,0.36,0.04,5,2,1,521,Promising
CA-2015-116750,2015-07-05,7/10/2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.93,2,0.2,0.74,2015,7,5,2015,7,10,122 days,13,599.79,0.08,0.33,0.02,5,2,1,521,Promising
CA-2015-116750,2015-07-05,7/10/2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,-5.78,2015,7,5,2015,7,10,122 days,13,599.79,0.08,0.33,0.02,5,2,1,521,Promising
CA-2015-162369,2015-08-15,8/19/2015,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0.0,61.39,2015,8,15,2015,8,19,437 days,3,439.5,0.35,0.06,0.02,4,1,1,411,New Customers
CA-2017-108441,2017-06-12,6/18/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04,4,0.0,9.33,2017,6,12,2017,6,18,232 days,7,1348.02,0.17,0.17,0.05,5,1,1,511,New Customers
CA-2017-108441,2017-06-12,6/18/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.13,3,0.2,4.27,2017,6,12,2017,6,18,232 days,7,1348.02,0.17,0.17,0.05,5,1,1,511,New Customers
CA-2017-108441,2017-06-12,6/18/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0.0,16.68,2017,6,12,2017,6,18,232 days,7,1348.02,0.17,0.17,0.05,5,1,1,511,New Customers
CA-2017-108441,2017-06-12,6/18/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24,4,0.1,143.04,2017,6,12,2017,6,18,232 days,7,1348.02,0.17,0.17,0.05,5,1,1,511,New Customers
CA-2015-169740,2015-02-20,2/25/2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,29.99,1,0.0,3.0,2015,2,20,2015,2,25,422 days,7,1346.78,0.34,0.17,0.05,4,1,1,411,New Customers
CA-2016-124051,2016-12-29,12/30/2016,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,186.05,6,0.2,67.44,2016,12,29,2016,12,30,67 days,11,1519.51,0.03,0.28,0.06,5,2,1,521,Promising
CA-2016-149111,2016-04-17,4/21/2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003092,Technology,Phones,Motorola L804,36.79,1,0.2,4.14,2016,4,17,2016,4,21,47 days,27,5907.97,0.01,0.72,0.24,5,4,2,542,Potential Loyalist
CA-2016-149111,2016-04-17,4/21/2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.62,8,0.2,6.29,2016,4,17,2016,4,21,47 days,27,5907.97,0.01,0.72,0.24,5,4,2,542,Potential Loyalist
CA-2014-131002,2014-09-07,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0.0,23.65,2014,9,7,2014,9,12,233 days,17,9133.99,0.17,0.44,0.36,5,3,2,532,Potential Loyalist
CA-2014-131002,2014-09-07,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,0.0,20.12,2014,9,7,2014,9,12,233 days,17,9133.99,0.17,0.44,0.36,5,3,2,532,Potential Loyalist
CA-2014-131002,2014-09-07,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,12.96,2,0.0,6.22,2014,9,7,2014,9,12,233 days,17,9133.99,0.17,0.44,0.36,5,3,2,532,Potential Loyalist
CA-2014-131002,2014-09-07,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.69,2014,9,7,2014,9,12,233 days,17,9133.99,0.17,0.44,0.36,5,3,2,532,Potential Loyalist
CA-2014-131002,2014-09-07,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,28.31,2014,9,7,2014,9,12,233 days,17,9133.99,0.17,0.44,0.36,5,3,2,532,Potential Loyalist
US-2016-146794,2016-09-26,10/1/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,424.96,5,0.15,20.0,2016,9,26,2016,10,1,60 days,29,3406.86,0.02,0.78,0.14,5,4,1,541,Potential Loyalist
CA-2017-112515,2017-09-17,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3,0.2,3.5,2017,9,17,2017,9,21,53 days,13,4260.78,0.02,0.33,0.17,5,2,1,521,Promising
CA-2017-112515,2017-09-17,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.78,3,0.2,4.27,2017,9,17,2017,9,21,53 days,13,4260.78,0.02,0.33,0.17,5,2,1,521,Promising
CA-2017-112515,2017-09-17,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,3,0.0,80.79,2017,9,17,2017,9,21,53 days,13,4260.78,0.02,0.33,0.17,5,2,1,521,Promising
CA-2017-112515,2017-09-17,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0.0,77.58,2017,9,17,2017,9,21,53 days,13,4260.78,0.02,0.33,0.17,5,2,1,521,Promising
CA-2017-112515,2017-09-17,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.58,2,0.2,8.95,2017,9,17,2017,9,21,53 days,13,4260.78,0.02,0.33,0.17,5,2,1,521,Promising
CA-2017-112515,2017-09-17,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0.0,65.44,2017,9,17,2017,9,21,53 days,13,4260.78,0.02,0.33,0.17,5,2,1,521,Promising
CA-2017-112515,2017-09-17,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5,0.0,7.06,2017,9,17,2017,9,21,53 days,13,4260.78,0.02,0.33,0.17,5,2,1,521,Promising
CA-2016-150343,2016-08-16,8/20/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0.0,5.1,2016,8,16,2016,8,20,40 days,25,8646.93,0.01,0.67,0.35,5,4,2,542,Potential Loyalist
CA-2015-135538,2015-12-24,12/28/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,4,0.2,99.43,2015,12,24,2015,12,28,190 days,14,5248.79,0.14,0.36,0.21,5,2,2,522,Promising
CA-2017-123372,2017-11-28,12/2/2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,1979.89,11,0.0,494.97,2017,11,28,2017,12,2,63 days,8,3195.82,0.03,0.19,0.13,5,1,1,511,New Customers
CA-2017-123372,2017-11-28,12/2/2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0.0,35.98,2017,11,28,2017,12,2,63 days,8,3195.82,0.03,0.19,0.13,5,1,1,511,New Customers
CA-2017-159604,2017-04-14,4/15/2017,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,8.76,2,0.0,4.2,2017,4,14,2017,4,15,136 days,8,2353.59,0.09,0.19,0.09,5,1,1,511,New Customers
CA-2016-164784,2016-05-01,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.98,1,0.2,1.29,2016,5,1,2016,5,4,52 days,19,2533.15,0.02,0.5,0.1,5,3,1,531,Potential Loyalist
CA-2016-164784,2016-05-01,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.07,2016,5,1,2016,5,4,52 days,19,2533.15,0.02,0.5,0.1,5,3,1,531,Potential Loyalist
CA-2016-164784,2016-05-01,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.74,2,0.7,-2.01,2016,5,1,2016,5,4,52 days,19,2533.15,0.02,0.5,0.1,5,3,1,531,Potential Loyalist
CA-2016-111794,2016-10-01,10/1/2016,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.51,3,0.2,20.87,2016,10,1,2016,10,1,37 days,11,3690.2799999999997,0.01,0.28,0.15,5,2,1,521,Promising
CA-2016-111794,2016-10-01,10/1/2016,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.35,1,0.2,9.57,2016,10,1,2016,10,1,37 days,11,3690.2799999999997,0.01,0.28,0.15,5,2,1,521,Promising
US-2015-139759,2015-08-25,8/30/2015,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.78,1,0.2,4.59,2015,8,25,2015,8,30,89 days,10,1418.0800000000002,0.05,0.25,0.06,5,2,1,521,Promising
US-2015-139759,2015-08-25,8/30/2015,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,4,0.0,29.67,2015,8,25,2015,8,30,89 days,10,1418.0800000000002,0.05,0.25,0.06,5,2,1,521,Promising
CA-2014-126403,2014-09-09,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.89,2014,9,9,2014,9,12,201 days,10,3302.2599999999998,0.15,0.25,0.13,5,2,1,521,Promising
CA-2014-126403,2014-09-09,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,0.0,212.19,2014,9,9,2014,9,12,201 days,10,3302.2599999999998,0.15,0.25,0.13,5,2,1,521,Promising
CA-2014-126403,2014-09-09,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2,0.0,12.84,2014,9,9,2014,9,12,201 days,10,3302.2599999999998,0.15,0.25,0.13,5,2,1,521,Promising
CA-2014-126403,2014-09-09,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.65,2014,9,9,2014,9,12,201 days,10,3302.2599999999998,0.15,0.25,0.13,5,2,1,521,Promising
CA-2017-136875,2017-12-03,12/3/2017,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,3,0.0,79.89,2017,12,3,2017,12,3,58 days,16,4266.8099999999995,0.02,0.42,0.17,5,3,1,531,Potential Loyalist
CA-2017-132185,2017-11-27,12/2/2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,5,0.2,0.77,2017,11,27,2017,12,2,64 days,11,1989.05,0.03,0.28,0.08,5,2,1,521,Promising
CA-2017-132185,2017-11-27,12/2/2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.58,1,0.2,4.36,2017,11,27,2017,12,2,64 days,11,1989.05,0.03,0.28,0.08,5,2,1,521,Promising
US-2014-160780,2014-06-21,6/21/2014,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.09,7,0.7,-8.13,2014,6,21,2014,6,21,351 days,25,4105.31,0.27,0.67,0.16,4,4,1,441,Potential Loyalist
US-2014-160780,2014-06-21,6/21/2014,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.16,2,0.7,-16.78,2014,6,21,2014,6,21,351 days,25,4105.31,0.27,0.67,0.16,4,4,1,441,Potential Loyalist
CA-2017-127026,2017-01-21,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,14.4,5,0.0,7.06,2017,1,21,2017,1,27,36 days,22,5503.09,0.0,0.58,0.22,5,3,2,532,Potential Loyalist
CA-2017-127026,2017-01-21,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0.0,111.59,2017,1,21,2017,1,27,36 days,22,5503.09,0.0,0.58,0.22,5,3,2,532,Potential Loyalist
CA-2017-127026,2017-01-21,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,4,0.0,42.07,2017,1,21,2017,1,27,36 days,22,5503.09,0.0,0.58,0.22,5,3,2,532,Potential Loyalist
CA-2017-127026,2017-01-21,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.97,3,0.1,152.09,2017,1,21,2017,1,27,36 days,22,5503.09,0.0,0.58,0.22,5,3,2,532,Potential Loyalist
CA-2017-127026,2017-01-21,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,1,0.0,49.5,2017,1,21,2017,1,27,36 days,22,5503.09,0.0,0.58,0.22,5,3,2,532,Potential Loyalist
CA-2017-137085,2017-06-29,7/6/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.55,9,0.2,101.58,2017,6,29,2017,7,6,127 days,18,3241.9,0.08,0.47,0.13,5,3,1,531,Potential Loyalist
CA-2016-133123,2016-09-06,9/11/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.95,3,0.2,29.98,2016,9,6,2016,9,11,327 days,22,1569.45,0.25,0.58,0.06,4,3,1,431,Potential Loyalist
CA-2016-133123,2016-09-06,9/11/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.2,2,0.7,-2.46,2016,9,6,2016,9,11,327 days,22,1569.45,0.25,0.58,0.06,4,3,1,431,Potential Loyalist
US-2016-128195,2016-08-04,8/5/2016,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,5,0.8,-6.57,2016,8,4,2016,8,5,36 days,17,2617.89,0.0,0.44,0.1,5,3,1,531,Potential Loyalist
CA-2015-153220,2015-11-12,11/14/2015,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,0.0,7.06,2015,11,12,2015,11,14,35 days,8,5454.35,0.0,0.19,0.22,5,1,2,512,New Customers
CA-2014-123064,2014-06-30,7/2/2014,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.25,4,0.2,1.64,2014,6,30,2014,7,2,43 days,22,4793.53,0.01,0.58,0.19,5,3,1,531,Potential Loyalist
